fileName,realms,mainList,spellList,level,spellName,details,areaOfEffect,duration,range,type
ClosedEssence,本源,封閉本源,精神掌控,30,群體言靈*,[RR Mod.: -10] 能使用任何「之言」法術，來影響等同於施法者等級數量的總等級數（並如睡眠術III中的描述分配目標優先級）。,可變,—,50',Fm
ClosedEssence,本源,封閉本源,精神掌控,35,掌控萬物,與掌控類人一樣，但影響有知覺的存在。,1 目標,10 分鐘/每級,50',Fm
ClosedEssence,本源,封閉本源,精神掌控,40,延遲片語術*,[RR Mod.: -10] 與延遲之言一樣，但使用片語術的效果。,1 目標,1 天/每級,50',Fm
ClosedEssence,本源,封閉本源,精神掌控,50,精神掌控,施法者每輪能使用此列表中10級或更低的法術，如果原始射程低於 100'，則提升到此距離。,可變,1 每輪/每級,100',Fm
ClosedEssence,本源,封閉本源,隱形法,0,說明,注意：只有在施法時完全包含在半徑內的物體才會變得隱形。 半徑內的任何物體都受到不可視術I級中給出的限制。有關此列表中法術的更多註釋，請參閱第 10.11 節。,,,,
ClosedEssence,本源,封閉本源,隱形法,1,透明術,一個無生命物體幾乎變得隱形，並且能被看穿。 物體不能大於 10'x10'x3'。,1 目標,C,10',E
ClosedEssence,本源,封閉本源,隱形法,2,不可視術I,單一物體變得不可視（一件衣服、一具裸體等）；直到24小時過去或物體受到猛烈打擊（被武器擊中、墜落等）或物體進行猛烈移動（即攻擊）或施展E或F類型的法術。,1 目標,24 小時,10',E
ClosedEssence,本源,封閉本源,隱形法,3,持久透明術,與透明術一樣，但持續1分鐘／每級。,1 目標,1 分鐘/每級,10',E
ClosedEssence,本源,封閉本源,隱形法,4,隱形術I,如同不可視術I，但能覆蓋一個目標以及目標 1' 內的所有物體。,1 目標,24 小時,10',E
ClosedEssence,本源,封閉本源,隱形法,5,遠程不可視術I,與不可視術I一樣，但射程 100'。,1 目標,24 小時,100',E
ClosedEssence,本源,封閉本源,隱形法,6,隱形術II,與隱形術I一樣，但施法者覆蓋變為 1'R 區域。透過減少「邊際效應」，使得隱形目標更難被看到。,1 目標,24 小時,10',E
ClosedEssence,本源,封閉本源,隱形法,7,不可視打擊*,一次近戰攻擊（武裝或無武裝）會被一陣隱形所掩蓋。 除非被攻擊的目標有能力看到隱形物體，否則目標的招架將受到 -100 減值（最低為 0 DB）。,1 攻擊,1 輪,10',E
ClosedEssence,本源,封閉本源,隱形法,8,隱形界域I,與隱形術I一樣，但恆定為 10'R。 任何超出半徑的東西都將再次變得可見。,1 目標,24 小時,10',E
ClosedEssence,本源,封閉本源,隱形法,9,識破隱形I,但施法者能看見可見範圍內的隱形事物；施法者對隱形目標的攻擊不會有減值（因為目標對他來說並沒有隱形）。,施法者,10 分鐘/每級,自身,I
ClosedEssence,本源,封閉本源,隱形法,10,不可視術III,與不可視術I一樣，但影響3個目標。,3 目標,24 小時,10',E
ClosedEssence,本源,封閉本源,隱形法,11,隱形界域II,與隱形術I一樣，但施法者能將半徑設定最高到 10'R（在施法決定）。,1 目標,24 小時,10',E
ClosedEssence,本源,封閉本源,隱形法,12,遠程隱形術I,與隱形術I一樣，但射程 100'。,1 目標,24 小時,100',E
ClosedEssence,本源,封閉本源,隱形法,13,不可視術V,與不可視術I一樣，但影響5個目標。,5 目標,24 小時,10',E
ClosedEssence,本源,封閉本源,隱形法,14,遠程不可視術III,與不可視術II一樣，但射程 100'。,3 目標,24 小時,100',E
ClosedEssence,本源,封閉本源,隱形法,15,分割隱形,與隱形術I一樣，但可將2個目標設置為單獨的隱形半徑中心。,2 目標,24 小時,10',E
ClosedEssence,本源,封閉本源,隱形法,16,識破隱形II,與識破隱形I一樣，但可對一個額外目標生效。,1 目標,10 分鐘/每級,50',I
ClosedEssence,本源,封閉本源,隱形法,17,不可視術X,與不可視術I一樣，但影響10個目標。,10 目標,24 小時,10',E
ClosedEssence,本源,封閉本源,隱形法,18,分割隱形界域,與分割隱形一樣，但可達 10'R。,2 目標,24 小時,10',E
ClosedEssence,本源,封閉本源,隱形法,19,不可視武器,與不可視打擊一樣，但影響目標在法術持續時間內的所有近戰攻擊。,1 目標,1 每輪/每級,10',E
ClosedEssence,本源,封閉本源,隱形法,20,隱形界域III,與隱形術I一樣，但施法者能將半徑設定最高到 20'R（在施法決定）。,1 目標,24 小時,10',E
ClosedEssence,本源,封閉本源,隱形法,25,群體不可視術,與不可視術I一樣，但影響施法者等級數的物體。,1 目標/每級,24 小時,100',E
ClosedEssence,本源,封閉本源,隱形法,30,群體隱形術I,與隱形術I一樣，但影響施法者等級數的目標。,1 目標/每級,24 小時,100',E
ClosedEssence,本源,封閉本源,隱形法,35,群體隱形術II,與隱形術II一樣，但影響施法者等級數的目標。,1 目標/每級,24 小時,100',E
ClosedEssence,本源,封閉本源,隱形法,40,群體識破隱形,與識破隱形II一樣，但能影響施法者等級數的目標。,1 目標/每級,10 分鐘/每級,50',I
ClosedEssence,本源,封閉本源,隱形法,50,真．隱形術,與隱形術I一樣，但施法者能將隱身半徑改變到 1'，如果施法者攻擊，他會立即可見 5 秒（兩次）。 同樣，他也能施展 E 型或 F 型法術在 5 秒內變得可見。 被猛烈打擊不影響此法術。,施法者,24 小時,自身,E
OpenEssence,本源,開放本源,小幻術,0,說明,注意：如果有多個選項能加到幻術、幻象術中，則能多次選擇同樣選項。 例如，幻術III有兩個選項可用。所以能選擇射程加倍至 200'，然後再選一次射程加倍至 400' 。幻術（包括外觀類法術）是較為複雜與微妙的魔法類型之一，第 10.10 節對它們進行了詳細解釋。,,,,
OpenEssence,本源,開放本源,小幻術,1,腹語術,施法者能說話，並且聲音將出現在 100' 內的任意點（該點必須位於施法者的視野內）。,1 特定點,C,100',E
OpenEssence,本源,開放本源,小幻術,2,聲音/光影蜃景,在 10'R 範圍內創建任何簡單、固定的視覺圖像/場景，或在 10'R 範圍內創建一組固定聲音。,10'R,10 分鐘/每級,100',E
OpenEssence,本源,開放本源,小幻術,3,味覺/嗅覺蜃景,與聲音/光影蜃景一樣，但創造的是嗅覺氣味或味覺的味道。,10'R,10 分鐘/每級,100',E
OpenEssence,本源,開放本源,小幻術,4,幻術II,創造一個簡單、固定的影像或場景，面積可達 10'R。 也能選擇以下選項之一：a) 加入額外感覺（除了觸覺或存在感），b) 持續時間加倍，c) 射程加倍，d) 效果範圍加倍，或者e) 幻術能投射光。 施法時，效果範圍的所有部分都必須位於施法者視野範圍內。,10'R,1 分鐘/每級,100',E
OpenEssence,本源,開放本源,小幻術,5,幻象術I,創建一個物體或存在的圖像，該物體或存在能按照施法者的意願移動（只要施法者專注）。 當施法者停止專注時，影像仍然存在，但停止移動。 施法者稍後能再次專注，並使影像再次移動（假設持續時間尚未到期）。 圖像能是適合 10'R 的任何尺寸。,10'R,1 分鐘/每級 (C),100',E
OpenEssence,本源,開放本源,小幻術,6,迷惑光影,一個物體（10磅／每級）的視覺外觀在法術持續時間內改變。請注意，物體的其他方面沒有變化。此法術無法使物體發光（儘管也許能改變自然發出的光或來自其他法術的光的外觀）。,1 物體,1 天/每級,50',E
OpenEssence,本源,開放本源,小幻術,7,延遲幻術II,與幻術II一樣，但最多能延遲24小時。施法時，施法者必須決定法術的觸發因素。施法者能選擇以下其中一項：a）時間段，b）指定動作，c）指定聲音，d）指定氣味，或e）指定味道。 如果使用某種感官來觸發該法術，則該感官必須包含在幻術中。,10'R,可變,100',E
OpenEssence,本源,開放本源,小幻術,8,幻術III,與幻術II一樣，但有2個選項可供選擇。,10'R,1 分鐘/每級,100',E
OpenEssence,本源,開放本源,小幻術,9,幻象術II,與幻象術I一樣，但還能選擇以下選項之一：a) 加入額外感覺（除了觸覺或存在感），b) 持續時間加倍，c) 射程加倍，d) 效果範圍加倍，e）能獨立於第一個圖像創建和移動另個圖像（所有單獨圖像必須位於施法者視野與法術範圍內），f）幻象能投射光，或者g) 能加入有限的重複聲音、動作等，不需要施法者專注（所涉及的適當感官也必須包含在幻術中）。,10'R,1 分鐘/每級 (C),100',E
OpenEssence,本源,開放本源,小幻術,10,延遲幻象II,與幻象術II一樣，但能夠像延遲幻術II一樣延遲。如果給予一個簡單命令（在施法時），幻象就會移動並行動，或者能發出簡短的話語（如果聲音是所包含的感官之一）。,10'R,可變,100',E
OpenEssence,本源,開放本源,小幻術,11,延遲幻術III,與延遲幻術II一樣，但有2個選項可供選擇。,10'R,可變,100',E
OpenEssence,本源,開放本源,小幻術,12,幻象術III,與幻象術II一樣，但有2個選項可供選擇。,10'R,1 分鐘/每級 (C),100',E
OpenEssence,本源,開放本源,小幻術,13,幻術V,與幻術II一樣，但有4個選項可供選擇。,10'R,1 分鐘/每級,100',E
OpenEssence,本源,開放本源,小幻術,14,延遲幻術V,與延遲幻術II一樣，但有3個選項可供選擇。,10'R,可變,100',E
OpenEssence,本源,開放本源,小幻術,15,延遲幻象III,與延遲幻象II一樣，但有2個選項可供選擇。,10'R,可變,100',E
OpenEssence,本源,開放本源,小幻術,16,延遲幻術V,與延遲幻術II一樣，但有4個選項可供選擇。,10'R,可變,100',E
OpenEssence,本源,開放本源,小幻術,17,幻象術IV,與幻象術II一樣，但有3個選項可供選擇。,10'R,1 分鐘/每級 (C),100',E
OpenEssence,本源,開放本源,小幻術,18,延遲幻象IV,與延遲幻象II一樣，但有3個選項可供選擇。,10'R,可變,100',E
OpenEssence,本源,開放本源,小幻術,19,幻術VII,與幻術II一樣，但有6個選項可供選擇。,10'R,1 分鐘/每級,100',E
OpenEssence,本源,開放本源,小幻術,20,延遲幻術VI,與延遲幻術II一樣，但有5個選項可供選擇。,10'R,可變,100',E
OpenEssence,本源,開放本源,小幻術,25,幻象術V,與幻象術II一樣，但有4個選項可供選擇。,10'R,1 分鐘/每級 (C),100',E
OpenEssence,本源,開放本源,小幻術,30,幻術X,與幻術II一樣，但有9個選項可供選擇。,10'R,1 分鐘/每級,100',E
OpenEssence,本源,開放本源,小幻術,35,延遲幻術X,與延遲幻術II一樣，但有9個選項可供選擇。,10'R,可變,100',E
OpenEssence,本源,開放本源,小幻術,40,幻術XV,與幻術II一樣，但有14個選項可供選擇。,10'R,1 分鐘/每級,100',E
OpenEssence,本源,開放本源,小幻術,50,幻象術IV,與幻象術II一樣，但有9個選項可供選擇。,10'R,1 分鐘/每級 (C),100',E
OpenEssence,本源,開放本源,元素屏障,0,說明,注意：此列表中的法術不會堆疊。此列表中的界域法術能放置在自願目標上並隨其移動。,,,,
OpenEssence,本源,開放本源,元素屏障,1,耐光術,目標完全免受所有自然光（不是閃電）的影響；對抗元素光（電）攻擊的所有RR或DB +10。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,2,耐熱術,目標完全免受所有自然熱量的影響，最高可達 200° F；對抗元素熱/火焰攻擊的所有RR或DB +10。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,3,耐寒術,目標完全免受所有自然寒冷的影響，最低可達 -20° F；對抗元素寒冷/冰攻擊的所有RR或DB +10。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,4,耐光界域,與耐光術一樣，但能保護目標 10'R 內的所有存在。,10'R,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,5,耐熱界域,與耐熱術一樣，但能保護目標 10'R 內的所有存在。,10'R,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,6,耐寒界域,與耐寒術一樣，但能保護目標 10'R 內的所有存在。,10'R,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,7,恆溫術,與耐熱術和耐寒術一樣，但有不同的持續時間，且僅針對自然極端溫度提供保護。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,8,光甲術,與耐光術一樣，但能防禦所有自然光和閃電；對抗元素光（電）攻擊的所有RR或DB +20。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,9,熱甲術,與光甲術一樣，但跟耐熱術相似。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,10,寒甲術,與光甲術一樣，但跟耐寒術相似。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,11,光甲界域,與光甲術一樣，但能保護目標 10'R 內的所有存在。,10'R,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,12,熱甲界域,與熱甲術一樣，但能保護目標 10'R 內的所有存在。,10'R,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,13,寒甲界域,與寒甲術一樣，但能保護目標 10'R 內的所有存在。,10'R,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,14,群體耐光術,與耐光術一樣，但能影響施法者等級的目標數。,1 目標/每級,1 分鐘/每級,100',U
OpenEssence,本源,開放本源,元素屏障,15,電甲術,與光甲術一樣，但能將目標受到的任何閃電攻擊的有效大小-1級（例如，中型閃電變成小型閃電）。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,16,群體耐熱術,與耐熱術一樣，但能影響施法者等級的目標數。,1 目標/每級,1 分鐘/每級,100',U
OpenEssence,本源,開放本源,元素屏障,17,火甲術,與電甲術一樣，但針對火和熱的法術（例如火焰箭和火球）。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,18,群體耐寒術,與耐寒術一樣，但能影響施法者等級的目標數。,1 目標/每級,1 分鐘/每級,100',U
OpenEssence,本源,開放本源,元素屏障,19,冰甲術,與電甲術一樣，但針對寒冷和冰系的法術（例如冰箭矢和冰凍球）。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,20,群體光甲術,與光甲術一樣，但能影響施法者等級的目標數。,1 目標/每級,1 分鐘/每級,100',U
OpenEssence,本源,開放本源,元素屏障,25,群體熱甲術,與熱甲術一樣，但能影響施法者等級的目標數。,1 目標/每級,1 分鐘/每級,100',U
OpenEssence,本源,開放本源,元素屏障,30,群體寒甲術,與寒甲術一樣，但能影響施法者等級的目標數。,1 目標/每級,1 分鐘/每級,100',U
OpenEssence,本源,開放本源,元素屏障,35,火甲界域,與火甲術一樣，但能保護目標 10'R 內的所有存在。,10'R,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,40,冰甲界域,與冰甲術一樣，但能保護目標 10'R 內的所有存在。,10'R,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,元素屏障,50,真．魔甲術,能同時擁有電甲術、火甲術、冰甲術的效果。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,本源之手,0,說明,無,,,,
OpenEssence,本源,開放本源,本源之手,1,震顫術I,導致重達 1 磅的物體快速振動；如果物品易碎，請進行損壞檢定。 如果是生物持有的物體，則該生物必須進行 RR 或失敗則導致犯蠢（每輪）。,1 磅,1 每輪/每級,100',F
OpenEssence,本源,開放本源,本源之手,2,停駐術I*,對人或物體施加 5 磅的反作用力。 這不會導致物體移動，只能用來對抗另一種力，例如重力，並且只能向一個方向施加重力。 一個人（或其他有生命的目標）必須根據自己的體重與法術重力來贏得力量壯舉，才能對抗此重力。,5 磅,1 分鐘/每級,100',F
OpenEssence,本源,開放本源,本源之手,3,念動術I,施法者能在一定距離內移動一個物體，重量可達 1 磅，速度可達 1'/秒，且無加速。 如果施法者在持續時間結束之前停止專注，則該物體將保持靜止，就好像它被停駐術I卡住一樣。 如果物體被握住，則根據法術的承重能力與握住物體的目標重量，將任何抓住它的嘗試視為力量壯舉。,1 磅,1 分鐘/每級 (C),100',F
OpenEssence,本源,開放本源,本源之手,4,震顫術II,與震顫術I一樣，但高達 5 磅。,5 磅,1 每輪/每級,100',F
OpenEssence,本源,開放本源,本源之手,5,停駐術II*,與停駐術I一樣，但重力達 25 磅。,25 磅,1 分鐘/每級,100',F
OpenEssence,本源,開放本源,本源之手,6,念動術II,與念動術I一樣，但高達 5 磅。,5 磅,1 分鐘/每級 (C),100',F
OpenEssence,本源,開放本源,本源之手,7,震顫術III,與震顫術I一樣，但高達 25 磅。,25 磅,1 每輪/每級,100',F
OpenEssence,本源,開放本源,本源之手,8,停駐術III*,與停駐術I一樣，但重力達 125 磅。,125 磅,1 分鐘/每級,100',F
OpenEssence,本源,開放本源,本源之手,9,震顫術IV,與震顫術I一樣，但高達 50 磅。,50 磅,1 每輪/每級,100',F
OpenEssence,本源,開放本源,本源之手,10,導射術,使投射物的攻擊檢定 +50。 在投射物發射的整輪中，施法者必須觸碰發射器並能看見投射物。,1 投射物,1 每輪,觸碰,U
OpenEssence,本源,開放本源,本源之手,11,念動術III,與念動術I一樣，但高達 25 磅。,25 磅,1 分鐘/每級 (C),100',F
OpenEssence,本源,開放本源,本源之手,12,停駐術IV*,與停駐術I一樣，但重力達 250 磅。,250 磅,1 分鐘/每級,100',F
OpenEssence,本源,開放本源,本源之手,13,大規模震顫術I,與震顫術I一樣，但能震顫施法者等級數量的 5 磅物體（必須在施法者射程可見內）。,可變,1 每輪/每級,100',F
OpenEssence,本源,開放本源,本源之手,14,念動術IV,與念動術I一樣，但高達 50 磅。,50 磅,1 分鐘/每級 (C),100',F
OpenEssence,本源,開放本源,本源之手,15,停駐術V*,與停駐術I一樣，但重力達 500 磅。,500 磅,1 分鐘/每級,100',F
OpenEssence,本源,開放本源,本源之手,16,投射術I,施法者能用足夠的力量「投射」一個 1 磅或以下的物體（施法者 10' 內），有短弓的射程並使用投石索攻擊表。 施法者的 OB 使用此法術的指向法術技能。 如果用來「投射」武器，則進行(+0)法術掌握檢定並使用武器的相關攻擊表，但保留短弓的射程減值。 假設這麼做，並且能獲得武器的任何正常 OB 加值（例如，來自優質材料）。,1 磅,—,10'(<60'>),F
OpenEssence,本源,開放本源,本源之手,17,念動術V,與念動術I一樣，但高達 100 磅。,100 磅,1 分鐘/每級 (C),100',F
OpenEssence,本源,開放本源,本源之手,18,真．震顫術,與震顫術I一樣，但重量高達 10磅／每級。,10 磅/每級,1 每輪/每級,100',F
OpenEssence,本源,開放本源,本源之手,19,大規模震顫術III,與震顫術I一樣，但能震顫施法者等級數量的 25 磅物體（必須在施法者射程可見內）。,可變,1 每輪/每級,100',F
OpenEssence,本源,開放本源,本源之手,20,神級導射術,與導射術一樣，但投射物攻擊檢定 +100。,1 投射物,1 每輪 (C),觸碰,U
OpenEssence,本源,開放本源,本源之手,25,真．停駐術*,與停駐術I一樣，但重力達 50磅／每級。,50 磅/每級,1 分鐘/每級,100',F
OpenEssence,本源,開放本源,本源之手,30,真．念動術,與念動術I一樣，但重量高達 10磅／每級。,10 磅/每級,1 分鐘/每級 (C),100',F
OpenEssence,本源,開放本源,本源之手,35,真．大規模震顫術,與大規模震顫術I一樣，但物體重量能高達 10磅／每級。,可變,1 每輪/每級,100',F
OpenEssence,本源,開放本源,本源之手,40,大規模念動術,與真．念動術一樣，在重量限制內，施法者能操縱1個物體／每5級。（即40級施法者能同時控制8個物體）。,10 磅/每級,1 分鐘/每級 (C),100',F
OpenEssence,本源,開放本源,本源之手,50,真．導射術,與導射術一樣，但投射攻擊會造成大量傷害（照常擲骰重擊，但視為殺戮II）。,1 投射物,1 每輪,觸碰,U
OpenEssence,本源,開放本源,身體強化,0,說明,注意：有關處理光亮與黑暗的部份，請參閱 RMCL 第 15.7 節。,,,,
OpenEssence,本源,開放本源,身體強化,1,精確量尺*,施法者能說出1個物體／每級的準確質量和/或重量。,1 物體/每級,—,1',I
OpenEssence,本源,開放本源,身體強化,2,銳耳術,施法者獲得極其敏銳的聽覺。這使僅涉及聽覺的察覺檢定有 +50，涉及聽覺與其他感官的察覺檢定 +25。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,3,平衡術*,"對於以行走速度或更低速度執行的任何平衡移動檢定（例如，在 3"" 橫樑上行走）有 +50 加值。",1 目標,1 每輪/每級,10',U
OpenEssence,本源,開放本源,身體強化,4,夜視術,只要有一點光線，目標就能像在白天一樣看到 100' 遠。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,5,側視術,目標具有 300° 視野。 對目標攻擊的側翼加值降低至 +5，後方加值降低至 +15。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,6,音量術III,目標的聲音傳播距離是正常情況的3倍。,1 目標,10 分鐘/每級,10',E
OpenEssence,本源,開放本源,身體強化,7,水視術,目標能在任何水中（包括渾水）看到 100' 遠，就像在白天的正常視覺一樣。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,8,水肺術,目標能在水中呼吸，但無法在呼吸空氣。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,9,熱視術,目標能看到物體表面不同程度的熱。 此法術不允許施法者「看透」事物。 雖然此視覺足以四處走動，但對於看清楚或進行特定匹配來說根本不足。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,10,氣體肺,目標能像普通空氣一樣呼吸任何氣體。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,11,耐毒術*,延遲毒藥對目標的影響。 如果在法術失效前沒有消除毒藥，毒藥的影響就會重新復發。,1 目標,1 小時/每級,觸碰,Us
OpenEssence,本源,開放本源,身體強化,12,黑暗視覺,與夜視術一樣，但能看穿任何黑暗。 即使沒有光也能看見。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,13,水中耳,目標能在水下或任何其他扭曲聲音的介質中正常聽到聲音。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,14,掘地術,目標能以 10'/每輪的速度挖掘泥土。 但無法挖掘堅硬石頭或金屬。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,15,改變肺部,目標能隨意在水、空氣和任何氣體中呼吸。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,16,群體平衡術*,與平衡術一樣，但能影響1個目標/每級。,1 目標/每級,可變,100',U
OpenEssence,本源,開放本源,身體強化,17,全域視覺,目標擁有360°視野。 對目標攻擊的側翼加值降低至0，後方加值降至+5。,1 目標,10 分鐘/每級,10',U
OpenEssence,本源,開放本源,身體強化,18,群體夜視術,與夜視術一樣，但能影響1個目標/每級。,1 目標/每級,10 分鐘/每級,100',U
OpenEssence,本源,開放本源,身體強化,19,群體水視術,與水視術一樣，但能影響1個目標/每級。,1 目標/每級,10 分鐘/每級,100',U
OpenEssence,本源,開放本源,身體強化,20,全視術,夜視術、側視術、水視術、熱視術和黑暗視覺同時發揮作用。,1 目標,10 分鐘/每級,100',U
OpenEssence,本源,開放本源,身體強化,25,群體水肺術,與水肺術一樣，但能影響1個目標/每級。,1 目標/每級,10 分鐘/每級,100',U
OpenEssence,本源,開放本源,身體強化,30,群體氣體肺,與氣體肺一樣，但能影響1個目標/每級。,1 目標/每級,10 分鐘/每級,100',U
OpenEssence,本源,開放本源,身體強化,35,群體黑暗視覺,與黑暗視覺一樣，但能影響1個目標/每級。,1 目標/每級,10 分鐘/每級,100',U
OpenEssence,本源,開放本源,身體強化,40,群體改變肺部,與改變肺部一樣，但能影響1個目標/每級。,1 目標/每級,10 分鐘/每級,100',U
OpenEssence,本源,開放本源,身體強化,50,群體全視術,與全視術一樣，但能影響1個目標/每級。,1 目標/每級,10 分鐘/每級,100',U
OpenEssence,本源,開放本源,法術障壁,0,說明,注意：混合法術將受到對其任一混合領域有效的「取消」、「驅散」或「護盾」法術影響。,,,,
OpenEssence,本源,開放本源,法術障壁,1,保護術I,目標在對抗法術時獲得+5 RR加值，在對抗元素攻擊時獲得+5 DB加值。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,法術障壁,2,取消本源*,當施法者是來自本源領域的法術的目標時，「傳入」法術必須在施法者進行 RR 之前先進行 RR。 如果「傳入」法術通過了 RR，它能正常瞄準此法術的施法者；否則傳入的法術對該目標無效。 成為「自願目標」並不能移除此效果，但施法者自己的法術不需要進行RR。 請注意，施法者被視為任何法術的目標，只要法術將他納入其效果範圍或將「偵測」他。,法術,C,自身,F
OpenEssence,本源,開放本源,法術障壁,3,保護界域I,與保護術I一樣，但影響目標 10'R 範圍內的所有生物（界域隨目標移動）。,10'R,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,法術障壁,4,取消心神*,與取消本源一樣，但影響心神領域的法術。,法術,C,自身,F
OpenEssence,本源,開放本源,法術障壁,5,保護術II,與保護術I一樣，但有+10加值。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,法術障壁,6,取消引導*,與取消本源一樣，但影響引導領域的法術。,法術,C,自身,F
OpenEssence,本源,開放本源,法術障壁,7,保護界域II,與保護界域I一樣，但有+10加值。,10'R,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,法術障壁,8,取消本源界域I,與取消本源一樣，但效果範圍（以施法者為中心並隨施法者移動）。任何瞄準效果範圍內的法術都可能被取消。 如果半徑範圍內遇到一個已經存在的法術，則該法術必須在界域內進行 RR（具有 +30 加值）或被無效化（只要仍在球體內）。,10'R,C,自身,F
OpenEssence,本源,開放本源,法術障壁,9,本源護盾,在施法者面前創造一個閃閃發光的護盾，它為施法者的RR或DB提供+10加值，以對抗施法者的所有正面本源法術攻擊（力場與元素）。 如果施法者採取立即動作，他能「偏轉」一次法術攻擊。 並將施法者的列表等級加到 RR／DB 中（除了擁有護盾的 +10 加值外）。 一輪中能執行多次，但每次都是單獨的立即動作（第一次之後的每個立即動作都會花費 1 AP）。,施法者,1 分鐘/每級,自身,U
OpenEssence,本源,開放本源,法術障壁,10,心神護盾,與本源護盾一樣，但只能對抗心神法術。,施法者,1 分鐘/每級,自身,U
OpenEssence,本源,開放本源,法術障壁,11,保護術III,與保護術I一樣，但有+15加值。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,法術障壁,12,取消心神界域I,與取消本源界域I一樣，但影響心神領域的法術。,10'R,C,自身,F
OpenEssence,本源,開放本源,法術障壁,13,引導護盾,與本源護盾一樣，但只能對抗引導法術。,施法者,1 分鐘/每級,自身,U
OpenEssence,本源,開放本源,法術障壁,14,法術護盾II,與本源護盾一樣，但它對三個領域中的任何兩個領域都有效。,施法者,1 分鐘/每級,自身,U
OpenEssence,本源,開放本源,法術障壁,15,保護術IV,與保護術I一樣，但有+20加值。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,法術障壁,16,取消引導界域I,與取消本源界域I一樣，但影響引導領域的法術。,10'R,C,自身,F
OpenEssence,本源,開放本源,法術障壁,17,取消本源界域II,與取消本源界域I一樣，但半徑不同。,20'R,C,自身,F
OpenEssence,本源,開放本源,法術障壁,18,真．法術護盾,與本源護盾一樣，但它對三個領域都有效。,施法者,1 分鐘/每級,自身,U
OpenEssence,本源,開放本源,法術障壁,19,保護術V,與保護術I一樣，但有+25加值。,1 目標,1 分鐘/每級,10',U
OpenEssence,本源,開放本源,法術障壁,20,本源抵抗,目標獲得 +50 RR 對抗本源法術。,1 目標,C,100',U
OpenEssence,本源,開放本源,法術障壁,25,心神抵抗,目標獲得 +50 RR 對抗心神法術。,1 目標,C,100',U
OpenEssence,本源,開放本源,法術障壁,30,引導抵抗,目標獲得 +50 RR 對抗引導法術。,1 目標,C,100',U
OpenEssence,本源,開放本源,法術障壁,35,取消魔法界域II*,與取消本源界域I一樣，但影響所有魔法領域，且有更大的半徑。,20'R,C,自身,F
OpenEssence,本源,開放本源,法術障壁,40,取消魔法界域V*,與取消魔法界域II一樣，但有更大的半徑。,50'R,C,自身,F
OpenEssence,本源,開放本源,法術障壁,50,真．抵抗術,與本源抵抗一樣，但對三個領域的法術都有效。,1 目標,C,100',U
OpenEssence,本源,開放本源,破障法,0,說明,注意：請參閱第 10.14 節，以了解此列表中的法術在不同品質的鎖具和陷阱上的使用。,,,,
